economy,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9530384052621.11,10170062678172.1,10814002155628.0,11489712912042.1,12233557817059.1,13082145095698.0,14136329100995.8,15128769539167.0,15538123617189.5,16378297428369.3,17682929006102.2,18770988884772.3,19948467663103.3,21507108128211.5,23780373360630.2,26259266357611.0,29297837185275.4,32649145659764.9,35233784772085.8,36936421482009.7,40360702689494.4,43761065099680.8,46973090159982.9,49803710266959.4,52210226795016.3,53687285604864.5,56445516090877.8,59987301858346.0,64660852419782.8,68904046731814.7,69659246616176.8,78391082105670.8,87657791596740.5,95298435290212.3
LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382711467.3398,1529057872.32228,1672693665.54569,1772441136.81221,1918539101.61693,2023226630.57296,2175581041.78531,2295062170.87102,2356542358.39307,2401266218.84113,2550829821.29617,2701162148.53173,2762993886.74732,2946017812.94744,3076437173.10024,3282873966.83934,3527263618.98665,3774547161.68105,4059772691.3094,4033598929.96293,4297759286.35788,4588922382.32492,4661713347.89244,5219948224.49632,5764436175.6392,6386751308.41258,6268088278.1117,5649078948.33712,5747871432.63277,5674505764.43564,5720437131.32534,5742368962.05755,6225706612.2733,6510587634.40068
LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356617386571.55,5565959036790.47,5758893673123.96,6160695819775.62,6584130721474.23,7104608626601.53,7613497662186.01,8161555472017.51,8465296683350.84,8962840408400.63,9816185898708.19,10555609705249.0,11405886422827.3,12479582585108.8,13863300720117.4,15451829384391.1,17703606172405.6,20034471202152.0,22191422177199.5,23163824568462.2,25344061882625.5,27856199467887.7,30003506452415.8,31921563712253.4,33346492479238.3,33749725377316.9,35140098983631.9,37435332431706.2,40695488323093.4,43832638004176.4,44595040682537.7,50891046647709.5,56147475439080.6,60623385938420.6
LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32858394093.049,32041602802.1727,25804840291.2603,22129929919.3616,20395081015.9265,21507785934.6031,22990300708.8034,25269913707.8051,27551699841.0928,27562011696.5151,29560327497.1882,32760437945.4093,36085738868.7784,41216126029.7845,44006098650.8094,48211864114.661,53900690641.1624,61714048982.0056,66270990166.9149,57300109074.0212,62234757011.2753,69298035050.4514,73809168551.8363,79034478791.9115,82646656409.6308,83761793045.2882,88700736020.2899,95492393595.0341,101910407057.454,113379942799.579,115060426529.35,129987127436.765,144405884028.24,148985419391.692
LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11428408565.8394,12836181941.1455,13367607959.7774,14259298275.6533,15120269081.7564,15658413160.9475,16447823250.9292,17817287972.3208,18800270011.883,21456887315.5603,24050728709.2289,24787997280.3662,26135003699.075,27188058615.3492,29636196475.7496,31997220939.5338,37280674291.15,40861414727.8196,44452842913.4099,43244030111.8897,45801210629.9532,48970848492.8168,51308724180.9019,54838614516.1038,58578323745.8406,61437308583.9496,65980119592.3436,68570197215.6406,70825270419.595,75270492109.632,76983049816.1454,88295128695.0881,95651519488.3386,95838968979.9767
LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20474886157.0781,18501237971.8724,12845103545.9309,12494333225.1899,13040570164.6091,13702310870.4751,14268837881.1612,15780130312.2112,17034387930.5218,17703496314.0248,19036307197.6941,21144864613.9651,23289297251.1733,25308478206.2638,27788909701.9448,31150317379.25,35181623306.6266,40135404936.7046,42617283972.0679,36458268731.8668,37134932496.7973,39646222204.3911,43311672020.2607,45564635497.0968,47483131750.415,49384458003.7301,52362427326.9313,55691286096.3891,59505432397.6231,63719761484.9461,64107969885.1103,69307571289.3282,77254908156.3445,79976309217.0466
MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9358855766.96,10029414335.6007,11622175699.4431,12514654995.9847,13325487876.8841,14053233022.461,14250565980.9845,14455855880.3212,13950110029.3693,13813886119.7909,14938609735.4717,15716185610.8961,17382583857.8434,19789161794.2247,25732944103.7706,28683061075.5057,33526744909.7074,39420147194.484,41542289243.7647,42331197291.911,53609579795.7073,66543283702.9431,75587734812.7123,88662888143.357,90217341071.955,70022650971.924,70409197227.4457,78445696792.6888,85476958220.8245,84779825204.4918,39219148014.2066,50626336573.1949,42593029712.5167,79697811075.4615
MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68185140639.7102,75577728569.9819,75678482132.6153,76898554507.3814,86856358764.7042,83884051837.8692,95988653946.6525,96119997245.6681,104236148647.856,107505176348.493,112779237887.222,124223383240.261,130859594015.426,141678088815.521,152138743421.098,161917911221.257,179914946044.462,191148032268.287,205906139143.827,214936468529.657,225161798968.827,242503162218.145,246970051910.011,258279124276.737,250969666045.261,273699865546.218,278969225512.902,291813531443.919,283691175471.346,295693593669.819,286108585852.483,323019848596.726,350115348938.722,374409076081.669
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20531255150.1868,17829490052.4192,12929180911.4049,13076816772.5829,9229018605.19536,9290607151.50543,8904685469.84885,9207437232.22307,8701778415.64109,8527671452.2687,8904650398.79357,9660570036.57852,10575928938.2217,11496523303.7156,12679294796.8388,14057611967.0911,15186699782.0282,16066091171.9757,17652937905.1375,16696108705.6747,18098844323.9297,19546989102.1386,20750685232.971,23541379306.0256,24700278843.524,26084243383.8688,28945251498.7153,31001699470.1457,32129614587.5903,35735831415.9353,35646566427.3806,40707659297.2633,41388455092.1228,43233050427.4106
MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14054716200.3162,13613706026.6617,14088368299.963,14725165790.0122,15033245439.0758,15606083597.3969,16234135987.2655,17124031731.1727,17994782389.1382,19107008186.7018,20410681393.9981,22118357800.1139,19674988011.86,22026619585.6746,23808012897.8908,25722276417.5044,27946951442.9222,30343273031.5391,33003976082.7507,31886307058.6828,32473669404.3075,33666784883.9147,34340036474.5784,35522723859.5999,37117789637.7909,38053900319.1193,40755587226.8307,41438402026.5191,42523532549.9391,45498322775.5634,43150154155.6067,47488297274.9472,52761643031.7121,56864194677.63
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018479323.79283,1068112842.61689,1165329248.42471,1259240886.5178,1385796504.25751,1598582016.77846,1755775143.50621,1936044208.02019,2104533855.82046,2266123028.06977,2406580064.40468,2363725063.44349,2574931731.39548,2986813526.87282,3245527184.94337,2971617382.6806,3786363529.27926,4165972152.76074,4627542769.36217,4276252207.17143,4624075232.68291,5124061356.30438,5405650591.21193,6100621051.63531,6909829464.58682,7653295112.38148,8320672192.7847,9059366711.74352,10360598102.1094,11255471307.3294,6741118651.2306,9837661390.1793,11994753107.6191,12925857730.3072
MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994671109371.03,2217696633048.6,2393429673572.0,2489080969827.66,2595397809581.33,2716798383596.05,2901423398285.42,3063567041857.73,3239936832394.6,3353857564783.49,3661692667752.9,3805201887304.85,3934167137226.43,4196313341244.04,4655816391536.87,5021178604840.25,5460476654370.08,5896380194072.53,6268239094266.27,6345222850090.32,6747028834930.01,7153157649786.31,7495883059633.1,7587748280338.75,7619344688156.67,7041687192682.66,7080249482253.88,7529505384853.67,8095297046330.14,8193500340585.16,7859430995204.73,8709823590704.03,9855802449432.06,10417492677000.1
MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710444763555.151,766538541674.928,814844731744.505,792462861022.088,844950630889.078,811682208990.529,877940670548.948,957371746254.509,1028028122579.67,1071236887499.62,1154351047159.31,1175035890451.65,1194403399028.06,1242555251251.05,1321401660883.87,1403085812802.32,1559647592038.59,1635081164230.96,1730732432366.58,1701569666080.89,1807626674734.99,1989888022736.31,2103287719177.25,2150334057594.28,2254435512803.84,2309023754637.44,2457812552694.79,2528308608734.21,2606266095235.82,2638763908523.25,2453576084522.35,2677522302353.94,3042136938361.4,3288671325775.66
MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94028099.9757967,97293326.0416449,106616403.303057,115698983.180167,125115059.897157,138229806.462899,126257992.598518,120156743.101149,120688036.316375,120762265.859296,126528930.465789,138343915.526502,145601834.374653,146157714.908563,149048995.733771,156465828.996354,161645198.30276,171696448.332654,161623212.411362,168634119.930194,179980236.657795,183300017.314876,184269533.289769,194171763.446968,195266678.119951,201218515.517765,207486454.69672,219087990.310602,236789745.949782,265702234.033472,261549446.749873,276583419.910585,294057784.092187,314608252.736915
MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9315136094646.21,9944230827991.79,10583353663896.2,11249606221191.2,11985488031798.2,12815929935645.0,13849808082702.1,14816447911185.6,15211006502524.4,16034234419294.3,17317518017382.3,18379440539450.7,19530741184036.4,21059317181558.9,23292296930051.2,25722145524336.9,28709156376470.7,32005108089956.6,34539882709515.1,36211535174718.1,39575174946595.2,42948652285044.1,46179409295978.1,48949596580651.2,51266111075953.1,52683439436849.8,55360216630033.5,58840845703803.8,63440454335404.3,67594697634178.8,68324428201844.8,76973791135254.5,86083331473056.0,93607284156839.7
MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11033589314.6355,10702842024.3953,10228068699.2993,9688436564.35064,9721328021.75857,9814515546.95205,10112637827.2979,10435156243.5008,10937139656.121,11547073814.9678,12467350606.549,12314533131.1777,13169947532.76,13368142961.9314,14577649321.599,15986900812.3353,17729840849.7887,19113193879.7721,21536716154.4968,22576802112.3952,23341934095.5552,24062794672.9908,24557446658.3524,26268297987.6723,27774064661.0159,28749801842.1013,31372056584.3848,32579957098.7945,34870463870.7417,37941416619.2949,37050814812.7193,41098989955.6584,44290012997.717,45068909110.3196
MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6788772631.26221,7842676342.18652,7763217735.52928,8199330753.15332,8690949634.19096,8954895673.97441,9762244422.45683,10410139818.3816,11324215536.1866,12139187135.5736,12406611264.2434,14636594754.3954,15325769763.0689,17053504369.2554,17785276380.0374,19541595250.0444,21083387610.4977,22411119513.2031,23933242282.7043,25238261541.205,26902422411.4424,28339693401.1737,28379735811.5579,30235978035.0951,33110156418.1778,36435462015.6261,40702002803.0978,43345508897.8566,45991751193.1964,50134289656.0515,49903864656.5365,52560164127.7227,58215979379.4547,63497592543.7411
MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3580163085.22793,3932805074.06378,4211117351.71401,4504096682.70651,4860234051.44281,5276861284.83876,5567995844.80056,5928854727.37826,6249496004.56772,6564705967.90734,7161173801.85793,7277382202.28011,7911505407.16649,8342512030.07958,8645601723.96312,9008082662.5589,9452066502.08629,10194311771.2004,10857903571.2181,10991822828.2479,11903232232.7222,12059944843.0221,12702600425.5648,13756260619.6411,14923409210.1069,16668332582.2493,18079604385.3016,20352973010.5173,22230626038.3361,25368273331.8544,23945895951.9154,27737633933.3067,31486644141.8799,34545825240.0411
MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17563520316.65,18039349767.3003,20232926690.6776,21963426392.0132,24109873842.4433,26325672249.1959,28534772833.2878,30667316091.4982,32831204101.9111,36940066206.4331,42969607733.0886,48921379072.4781,55656083939.5439,64612058190.5391,75349622678.0894,88256902158.4533,102875055017.728,118332621203.399,132981732360.372,147918054674.336,164139949930.671,176893542391.214,191632597101.832,208269863967.961,221802511725.486,227790290910.88,229647106575.787,244240022243.58,291745887545.292,321180596449.631,304367346941.67,276462287916.21,307876145706.418,322296341270.624
MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102120784277.96,1225102712197.61,1305563403243.4,1352423409279.71,1400171164299.88,1464448102743.91,1582467226169.05,1671105427876.85,1791880111063.27,1901078645244.4,2069135683193.7,2174664928431.7,2282990487108.86,2373749572868.9,2630589057125.89,2827516876815.75,3068679054118.89,3343933526967.96,3524422853294.14,3625993452717.43,3866467244025.84,3943634501580.2,4095085267248.18,4132782513802.64,4111712602813.14,3956842214025.9,4061098369542.55,4306190579126.33,4575828709340.98,4648240638546.28,4797110075071.94,5160568468576.23,5788989732258.77,6181571693134.57
MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3533543352.59532,3748345366.53461,3444057718.20298,3631256592.3794,4113445501.71373,4413965129.85403,4494792279.36434,4810160840.05808,5106693506.39117,6432302235.3551,7675027027.09036,8524166353.78262,8051135804.7598,8444710483.76375,8973549452.77605,8603505380.04448,9236974270.11594,9557249128.71338,10160881373.3638,11325063564.0852,12248565663.1261,13385284160.1253,15015641283.5481,13049775753.8961,15176822278.3031,17479218452.2126,19234815247.5197
MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7302015143.89602,6892683694.93992,6397199493.09439,6341315006.20029,6614952540.8744,7184288883.50938,7479331657.90405,7904782843.66822,8260603886.92579,8634719686.65931,8931513813.72092,9402283755.72199,10000318210.201,10912071503.0991,12396137238.1821,13712180012.8329,15344468578.4177,17375296734.3116,19286329499.5587,19159108635.9686,20626275493.6859,24691841190.0464,28827895153.548,30272589127.4882,32298614756.1739,31655860016.5362,32468148776.2369,34940501306.6572,39516811632.4633,44456622358.2437,45560002626.38,50053145881.8599,56273795885.4353,62421131192.2578
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3876487205.74931,4204974221.33004,3974943055.22201,4514346155.43309,4907676297.19669,5116944166.99289,5767947004.1832,6560643833.74733,7322310594.64272,8303449441.291,8556603915.93128,9873700733.32463,10996611842.2261,12023092301.1061,13359389787.99,14647954897.6236,16596153906.6264,18349679164.4631,19989637477.5437,21305419651.9886,23004781234.5876,25154428816.7066,26184549692.2647,27901295071.5244,30064933093.9699,34986722839.8134,37700803807.9205,36130431041.8674,38466735960.1986,41503339394.5819,43454882038.7882,46205728910.2662,51615403612.8233,56171634685.559
MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4040954730.50808,4252311548.0246,4430725301.96122,4802161269.79443,4754577301.46227,5330945207.00454,5744419725.54857,5607128251.65282,5827650393.2233,6127206514.10792,6020496210.67236,6106841804.805,6287417868.65823,6855760839.56212,7373310008.98615,8255919832.83574,10070769270.6671,10139902985.0303,10301051552.2897,10374730881.0854,10775959021.7071,11457213194.7678,12539868166.8489,14306348181.5051,14875055357.1756,15775044970.7205,19136599346.5409,22539620070.571,23550299208.1809,25064433257.7255,26408154182.6332,27635403694.625,31470578968.6101,33721317284.4942
MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5302418751.27403,5724876028.56292,6236678104.59372,6708972332.08145,7135639902.69664,7597624459.14934,8169034862.05963,8782529622.03535,9420496635.78259,9803249314.79947,10847667514.6779,11463230001.8156,11829366607.5535,12777697016.2548,13689455398.7842,14369647699.2569,15533506795.0966,16868057828.6393,18119239839.4519,18835367365.3116,19898752964.4649,21137404890.8833,21663830470.1348,22944243658.6006,24046750508.4322,25271892595.159,27385974517.632,28581043971.0413,29194635198.9103,30417972159.6536,26999298652.9561,28793361692.7371,33557553400.7674,37198780767.8973
MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6410072362.99587,7205388185.6713,6829178160.33834,7668613469.05204,7030306343.363,8378455953.93469,9156093760.19994,9667211208.64675,10156652111.0007,10613744873.052,11025237005.9317,10712639072.4383,11064057834.2318,11926235758.7232,12910787914.1508,13750850277.7602,14841124506.8676,16706556970.6932,18329372045.2948,19978329413.8272,21611136728.7351,23144997068.0643,22999500003.4794,25181923450.6662,25024588183.9773,23972522499.7063,24755675039.6412,24899003067.0143,25272188019.3042,27651034585.4438,30246843242.059,34385891138.641,37146904891.1462,39093683846.1074
MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122810506131.027,139083006818.846,154891808946.212,174252991497.358,194368644585.732,217949174451.226,244139235648.188,266535267073.179,249694877238.565,268770475591.053,299208017024.646,307529056840.793,329144531984.566,355071566642.288,389353505937.04,422973326615.672,460368023523.788,502623799388.771,537061439775.464,532195216542.491,578657813415.108,621861803378.808,671523206704.637,698862906454.866,746116305787.407,766027917953.276,803828295814.355,854693620881.573,914713180247.419,967567806880.737,931106663877.47,1022529025394.87,1189205787851.19,1277913684402.86
NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6525397893134.55,6727240355254.89,7107627485088.51,7475785697250.13,7945888310598.67,8330368245487.5,8787797676147.92,9335649881842.79,9859336257680.02,10480567730079.9,11155283542851.5,11523371675134.4,11903769633564.7,12483989807210.7,13304858249941.5,14214773204463.4,15061801001332.6,15780729456709.9,16117167161576.1,15789729573912.9,16417148510793.9,17035058145203.2,17726469022285.1,18439354789584.0,19234106921145.6,19894690451839.8,20488107438697.7,21383311972730.7,22514990008758.9,23426923107911.5,23176269224896.5,25733081058507.2,28166744023151.7,29837448629033.0
NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5306693288.8749,5934133855.27815,6505711498.25703,6554721981.00586,6810488167.80583,7224392377.77944,7591428679.68852,8048229364.268,8406572289.41454,8812782497.57875,9327139077.14939,9649500147.44371,10268715463.3892,10915420256.8037,12584232426.0969,13307073391.4474,14687700517.198,15896336614.804,16631951660.5242,16784063685.1283,18013988182.8876,19321711402.13,20550227216.2329,21847544464.6311,23966035323.935,24849167508.2085,24880312287.1765,24787610030.9318,25396297670.6592,25469883403.5899,25525198217.6345,27287889637.5942,30771833089.2314,33220228536.5263
NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6124299546.34597,6303585937.88383,6576228696.09073,6753760867.84756,7025909093.1583,7349484059.80504,7491559548.20553,7737152661.9745,8604376011.85487,8706977050.0451,8796601713.71402,9648418941.05048,10280284056.6572,10710799712.5253,11038836389.6956,12219683989.83,13343624935.7827,14135852906.5538,15522168134.5474,15924423036.5031,17500575092.1086,18282764961.5946,20722563498.3675,21071366592.3543,22315918540.8947,23372915804.2583,24586198437.6823,25897150477.0717,28311897040.1248,32566723569.6716,35501317683.8958,38850574077.5224,46534793393.6703,49436759012.3938
NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195857383425.749,203206506232.126,217462632283.714,218086678572.879,218700639884.715,223123860695.766,236742239135.672,247897997751.241,257154830150.106,262317190166.604,281714892286.905,305104616245.63,357342690194.091,391170773320.464,438848237515.975,481749373472.448,526697204888.853,576622620185.846,627489466678.323,682101606961.196,745661432645.698,801440949035.347,834681169054.687,900501053734.077,976358658638.933,989482934627.144,981583396343.35,1000651050046.71,1041739008970.11,1123347541616.2,1145672541683.2,1200097354375.41,1326367506668.37,1414033302015.18
NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8235845875.23794,8498250524.28788,8725494185.22738,8897218448.72094,9390497287.1323,10154184241.5123,10996086090.5312,11629405857.1591,12196602380.1964,13239489267.0162,14094719820.6655,14838808610.6504,15183016990.8966,15873056994.261,17165775754.8024,18462156691.1397,19821915618.1682,21392325317.8764,22553427991.6245,21945655627.6098,23191844513.8528,25165684383.2786,26602572158.3678,28187249493.4492,30743430632.8575,33507482488.8243,36662943590.8864,39320819335.3794,37985581072.3012,38779474127.8489,41045837413.4419,47088770380.5984,52295615894.9833,56678665269.5327
NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286501240062.346,303414230318.57,315623328139.132,327167891282.245,344048857615.639,362208817949.806,380605124874.926,406068034875.686,435227252657.977,462796668420.942,507623784725.927,532572296307.103,556285472929.846,554118419972.078,583063715689.158,614044200508.505,670411654266.843,719961767619.686,763407743799.947,736521490059.161,748292542443.52,777880906388.857,792042289740.032,827475738129.662,830318571509.821,851884866008.706,890488127445.161,943739691874.959,996446719459.491,1059591127143.64,1065124600844.04,1186870070823.37,1319463046599.37,1398445339399.07
NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78249037932.3564,83390389650.9357,88339469852.1445,93006413020.6215,99794625334.4358,106121285088.967,117491281218.118,126002322565.46,124960335225.466,136417342193.7,166105124890.993,170770910037.424,172705270003.633,176590090417.754,195950288595.853,221764770681.486,253397171103.576,264566358944.122,295976050426.666,268567142941.591,284650365882.132,309370326298.155,330093387414.194,342254463749.269,340765243535.079,315145024684.581,310303329051.275,340837019722.395,373182530590.832,379377632591.484,361019819522.159,482471574840.693,678063487579.722,576575751130.185
NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16196689760.1294,17810741815.7319,18964671278.8089,20161613006.3861,22283951222.2228,23540289865.6093,25248513850.9068,26980592500.8774,28106804323.2209,29762327038.1266,32323564942.9146,34637822533.8013,35218354121.3222,37330483315.9258,40129377425.1612,42827565904.1213,45633718277.2442,48469053796.2851,52418781246.039,55132930648.7471,58490655453.0869,61740111909.6309,67896548716.8693,73334815489.017,80283011240.3674,82282973616.2707,83198953169.4628,100972413071.514,111086748720.566,121063056101.567,122690085757.445,134000165871.651,151512436929.362,160101237655.652
NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112072322.021949,93855776.4042531,80385589.6477134,69027831.9862084,67776024.2706889,63714283.99036,57186216.8410439,52963810.4502047,47245492.7470177,44766975.9913179,42642199.2530418,40654404.8971122,37169380.9616369,38011122.1603395,37349051.9897657,35498929.0879838,33479304.2220842,32786980.2239958,58686480.2668907,55767977.8729203,56445718.6807579,66082352.0706502,83709650.0268643,88644980.4142946,104476177.973473,109050744.918483,114636131.498432,109280211.226801,110836381.458775,122328982.169646,125896362.804859,141875242.428875,155142370.776036,161929678.193101
NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49518971203.32,50890228984.9286,52754607399.5854,57027516155.8296,61942364885.6528,65700058302.3503,68824180125.5978,72326061050.1925,73705737298.8592,78923926226.423,82942977611.2998,87392899360.8759,92024844754.3231,96601932011.8996,102582703525.706,106147882736.156,116097800672.812,123983315954.119,127057661824.005,132016477345.688,135802972088.336,143366208699.69,145420433772.705,160996114051.449,168455574604.541,172797415992.0,188310543730.5,203167246580.789,208272451464.565,224879077249.261,230501909066.184,246334202069.855,267771301960.407,282620901588.833
OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18473752717592.5,19336715771567.6,20211583930604.3,20934793687258.2,22043241351247.9,23114739670675.7,24324794652862.1,25627178133460.4,26513013426855.9,27743505132173.8,29663997181880.6,30818178984170.8,32001993541228.4,33193321565723.4,35207194640002.4,37124622333645.5,39886303181909.6,42147456721101.5,43584816899848.7,42682346757983.9,44601746285054.0,46706261555926.0,48277535411255.8,50322657167010.6,52139965299703.8,53976494142886.1,56167989904638.8,58689528457329.8,61307145724481.3,64344336416064.4,63395236678379.5,69757608005507.8,77048754287449.5,81653708207007.0
OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47457422314.1665,52042427727.1677,57706974725.7719,62644685468.95,66462082241.3339,71246206187.9042,74760402835.2789,80638069626.338,83699010099.846,85164818036.238,92799551443.0117,99142800991.4489,99575045120.8176,98831256584.8419,102800361187.161,108663842392.742,118032171568.334,126627955063.519,139651361100.32,149101396097.456,153500039110.151,161201808676.585,177317851461.746,180245565668.084,177051225729.964,150899641148.99,146364894955.712,152544979822.972,173709314188.187,171026532860.206,159025846781.079,175986428645.666,196499118028.426,206309101066.401
OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73201298793.7721,77457830999.4884,80244099084.0511,85079595894.3923,89031111918.3945,95276665098.8497,100406479174.87,106172501613.892,111583783989.569,115925327296.722,125198483974.508,132859076658.786,140952277146.446,149898087920.501,161150441180.338,173502552035.048,191570707526.919,210807687410.389,223182630639.825,221285876539.033,230932030635.689,244057718993.2,255743487927.188,262923197228.139,270578893182.02,266808620751.459,281660429980.933,305281336075.661,323623832752.847,352777920711.173,336703954493.136,374301836001.901,418500268050.511,446968191443.28
PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220145327058.795,239109860221.673,263404278871.288,274387544190.026,290720230114.801,311545532158.448,332624937578.609,341793200791.772,354448986574.859,372621675884.325,397295872794.27,421075052508.412,438714453464.075,471540229064.57,522140892734.761,577697637558.084,631551171899.296,677493326129.239,705189290465.612,734177854521.199,754259486417.82,790452779286.801,840345473962.346,881009821208.77,924121429937.152,973520332591.722,1019403996557.85,1069378806760.21,1129963710339.0,1162667379542.97,1186293820824.83,1285342890384.16,1441438133673.25,1493905948493.04
PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12906945135.0942,14600252456.992,16157725460.0214,17443135221.4952,18323351027.5587,19035230535.5627,20174519018.651,21848369550.0012,23715940882.5336,24993693438.2067,26253894830.23,26999215053.7253,28029986993.981,29785460325.2571,32887152150.3275,36357474559.9674,40721509617.7354,46837033653.0976,52444482601.9032,53423851521.4354,57224481459.8711,65012818041.0746,73744727730.8906,84421080148.8719,95450556963.6565,108461088527.592,122509704325.752,137743335718.842,135258665167.805,140644905274.67,116045912886.774,134436015306.784,159456550546.367,177361079662.573
PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74116182037.628,78323106651.5201,79674985250.4712,85840388308.064,98464395690.8833,107979480316.089,113033978459.008,122430449955.148,123321655129.672,126936414117.936,133309382894.621,137153352632.57,146880640287.46,156018919944.504,168158161163.593,184330906995.072,204321436683.297,227733468339.588,253305933866.141,257661182884.988,282522933753.221,306596257463.361,317877785320.222,336660846713.936,346866168556.312,353319959252.515,372451971818.884,394435327375.369,417164014966.504,440127331383.878,412561044537.264,506697261408.824,557156350134.706,574287564176.55
PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163922815837.592,168726841750.456,173292591050.207,181270865320.132,193238822442.931,206415565504.329,222512680273.171,238089227859.562,239527280457.622,251045919509.587,267983918154.854,282373530807.41,297418392713.669,318718479265.836,348789467147.818,377505058700.582,409835358903.757,448381089556.461,476875271354.228,486765839758.7,528817160239.538,560551170606.221,610496454591.486,650515526381.171,694071312904.099,726055887763.051,787994332739.752,840500711144.962,914882799575.082,988832200555.349,923366701020.754,1001824458376.1,1153658839296.67,1262021926766.72
PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146551249.758993,158939092.513738,152157175.947982,136604740.476832,149706643.873764,169505687.768264,190560353.278273,198304912.041399,204544181.777665,196237033.982946,195456618.169378,212849226.139457,226999751.573598,224020020.272934,239105676.13137,255021717.223599,262560919.81618,274404471.221307,264325379.581971,246645676.406874,247406599.460503,265435080.010624,273766980.972056,269972319.178288,289216708.434418,320356456.478813,326254730.790279,320342362.709628,329756915.722283,338341291.829863,316865594.254402,284454390.371429,303379791.071899,315848005.785186
